id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Мода;Частота;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка;Тест Граббса;p_value
0;4;4786;814;174;400.994;3.619;6.391;4.884;1.265;1.507;0.241;4.957;4.907;4.856;5.525;2;4035.352;2.772;4.42;5.563;0.497;0.064;-1.06;0.705;0.142;0.025;0.0;1.0
0;0;4782;814;162;404.617;3.2;38.519;4.64;1.441;33.878;32.438;5.366;4.817;4.578;4.814;2;4367.708;35.319;3.839;5.216;16.407;5.086;27.62;4.051;0.755;0.142;0.0;1.0
0;4;4781;814;145;394.724;3.426;73.11;4.676;1.251;68.433;67.182;6.521;5.329;4.949;3.426;1;5307.808;69.684;4.134;5.47;60.323;5.325;29.594;7.767;1.191;0.272;0.0;1.0
0;0;4781;814;145;390.614;2.788;15.16;4.512;1.724;10.648;8.923;4.797;4.553;4.373;4.234;2;3904.715;12.372;3.814;4.972;3.396;2.682;8.814;1.843;0.384;0.065;0.0;1.0
0;2;4780;814;157;417.936;3.349;6.099;4.714;1.365;1.384;0.02;4.683;4.632;4.581;4.509;2;3812.018;2.749;4.103;5.274;0.47;-0.009;-1.122;0.686;0.146;0.024;0.0;1.0
1;0;4779;814;159;398.943;3.22;19.844;5.202;1.982;14.642;12.66;5.945;5.474;5.159;5.067;2;4839.027;16.624;4.282;5.612;8.51;2.258;4.841;2.917;0.491;0.102;0.0;1.0
0;0;4778;814;154;413.071;3.032;5.869;4.417;1.385;1.452;0.067;4.407;4.347;4.287;3.691;2;3587.116;2.837;3.81;4.969;0.512;-0.025;-1.11;0.716;0.162;0.025;0.0;1.0
0;0;4777;814;160;402.319;3.349;6.413;4.758;1.409;1.656;0.247;4.807;4.749;4.69;3.349;1;3913.045;3.065;4.225;5.451;0.55;-0.022;-1.082;0.742;0.154;0.026;0.0;1.0
0;0;4776;814;163;408.607;2.836;18.63;4.504;1.668;14.126;12.458;4.99;4.635;4.405;4.566;2;4061.463;15.794;3.666;4.877;5.747;2.769;8.041;2.397;0.48;0.084;0.0;1.0
0;0;4774;814;160;393.038;3.339;6.086;4.753;1.414;1.333;-0.081;4.738;4.678;4.618;3.845;2;3856.74;2.747;4.096;5.402;0.552;-0.044;-1.213;0.743;0.157;0.026;0.0;1.0
1;0;4770;814;161;423.72;3.132;16.589;5.002;1.87;11.587;9.717;5.18;4.969;4.801;4.334;2;4216.48;13.457;4.149;5.447;2.922;2.476;8.84;1.709;0.33;0.06;0.0;1.0
1;2;4768;814;178;404.64;3.334;6.206;4.77;1.436;1.436;-0.0;4.678;4.626;4.574;3.677;2;3808.299;2.872;4.028;5.228;0.481;0.014;-1.206;0.693;0.148;0.024;0.0;1.0
0;4;4762;814;170;398.535;3.931;7.437;5.73;1.799;1.706;-0.093;5.671;5.605;5.538;3.931;1;4616.539;3.505;4.926;6.382;0.733;-0.049;-1.103;0.856;0.151;0.03;0.0;1.0
0;0;4761;814;214;399.421;3.315;16.542;6.236;2.921;10.307;7.386;7.297;6.83;6.44;3.315;1;5940.024;13.227;5.26;8.644;7.992;1.115;0.45;2.827;0.387;0.099;0.0;1.0
0;0;4761;814;163;411.429;3.131;16.71;5.195;2.064;11.515;9.451;5.753;5.397;5.124;4.245;2;4683.315;13.579;4.323;5.904;5.448;1.814;3.243;2.334;0.406;0.082;0.0;1.0
1;2;4756;814;159;418.899;3.063;5.74;4.304;1.241;1.437;0.196;4.339;4.288;4.237;5.113;2;3532.182;2.678;3.795;4.903;0.436;0.025;-1.072;0.66;0.152;0.023;0.0;1.0
0;2;4755;814;116;402.957;2.506;115.01;3.894;1.388;111.116;109.728;16.379;7.426;4.775;2.956;2;13332.902;112.504;3.088;20.061;528.127;1.754;1.954;22.981;1.403;0.805;0.0;1.0
0;4;4754;814;166;409.886;3.32;5.95;4.597;1.276;1.354;0.077;4.596;4.545;4.494;5.305;2;3740.82;2.63;3.975;5.222;0.46;0.005;-1.24;0.678;0.148;0.024;0.0;1.0
0;0;4751;814;169;412.231;3.452;12.242;5.03;1.579;7.211;5.632;5.239;5.136;5.047;4.456;2;4264.87;8.79;4.466;5.832;1.321;2.249;8.558;1.149;0.219;0.04;0.0;1.0
1;4;4751;814;169;400.314;3.641;6.566;5.036;1.395;1.531;0.136;5.062;5.006;4.951;3.641;1;4120.266;2.926;4.403;5.696;0.56;0.12;-1.155;0.748;0.148;0.026;0.0;1.0
1;2;4748;814;158;411.544;2.451;97.462;4.408;1.957;93.054;91.097;17.383;8.803;5.696;2.626;2;14149.449;95.012;3.946;21.159;500.229;1.715;1.809;22.366;1.287;0.784;0.0;1.0
0;4;4745;814;137;411.197;3.041;100.375;4.653;1.612;95.722;94.109;12.642;6.901;5.249;3.353;2;10290.518;97.334;3.824;10.467;373.659;2.65;6.302;19.33;1.529;0.678;0.0;1.0
0;4;4741;814;198;391.591;3.063;7.79;4.402;1.339;3.388;2.049;4.526;4.443;4.364;5.08;2;3684.041;4.727;3.753;5.24;0.765;0.448;-0.354;0.875;0.193;0.031;0.0;1.0
0;4;4741;814;163;404.399;3.259;6.208;4.725;1.466;1.483;0.017;4.683;4.627;4.57;3.259;1;3811.744;2.949;4.116;5.241;0.504;-0.133;-0.993;0.71;0.152;0.025;0.0;1.0
0;4;4740;814;168;401.869;3.169;9.115;4.956;1.787;4.16;2.373;4.913;4.823;4.735;4.708;2;3998.806;5.947;4.035;5.481;0.896;0.551;1.045;0.947;0.193;0.033;0.0;1.0
0;0;4740;814;154;414.273;2.654;11.833;4.247;1.592;7.587;5.994;4.268;4.136;4.023;3.053;2;3473.853;9.179;3.368;4.625;1.372;2.103;7.734;1.171;0.274;0.041;0.0;1.0
0;2;4739;814;116;407.25;1.851;110.329;3.358;1.506;106.971;105.465;16.836;6.619;4.11;2.434;2;13704.553;108.478;2.731;21.033;679.031;1.91;2.497;26.058;1.548;0.913;0.0;1.0
0;0;4738;814;148;389.23;3.589;13.88;5.489;1.9;8.391;6.491;5.508;5.389;5.278;3.589;1;4483.452;10.291;4.884;5.994;1.485;1.713;7.43;1.218;0.221;0.043;0.0;1.0
0;2;4735;814;158;419.538;3.468;8.646;5.409;1.941;3.237;1.296;5.169;5.089;5.008;4.479;2;4207.537;5.178;4.343;5.908;0.808;0.006;-0.927;0.899;0.174;0.032;0.0;1.0
0;4;4734;814;169;425.657;3.188;11.767;4.643;1.456;7.124;5.668;4.838;4.703;4.589;4.156;2;3937.89;8.58;3.917;5.32;1.559;1.764;4.564;1.249;0.258;0.044;0.0;1.0
1;0;4727;814;172;395.105;4.164;80.363;21.575;17.41;58.788;41.378;24.407;20.838;17.656;32.83;2;19866.972;76.199;13.872;30.827;195.408;1.193;1.371;13.979;0.573;0.49;0.0;1.0
1;0;4726;814;193;409.694;3.086;72.089;20.329;17.243;51.76;34.517;22.876;19.761;16.855;12.231;2;18620.697;69.002;13.452;29.349;157.417;1.192;1.57;12.547;0.548;0.44;0.0;1.0
0;4;4724;814;164;401.177;3.602;6.679;5.118;1.516;1.562;0.046;5.092;5.029;4.966;4.296;2;4144.627;3.077;4.448;5.741;0.621;-0.051;-1.12;0.788;0.155;0.028;0.0;1.0
0;0;4721;814;164;397.341;2.869;14.86;4.288;1.419;10.572;9.154;4.516;4.361;4.24;3.34;2;3675.731;11.991;3.906;4.693;1.903;2.673;10.146;1.379;0.305;0.048;0.0;1.0
1;4;4718;814;164;389.927;2.909;5.393;4.131;1.221;1.263;0.041;4.136;4.087;4.038;3.514;2;3366.595;2.484;3.589;4.671;0.395;-0.024;-1.175;0.629;0.152;0.022;0.0;1.0
0;4;4716;814;161;403.174;3.523;60.408;5.023;1.5;55.384;53.884;6.392;5.464;5.116;5.506;2;5202.775;56.885;4.25;5.755;39.524;5.432;32.89;6.287;0.984;0.22;0.0;1.0
0;2;4715;814;170;424.376;3.209;9.519;4.872;1.663;4.647;2.983;4.819;4.74;4.661;4.788;2;3922.965;6.31;4.053;5.351;0.786;0.674;2.51;0.886;0.184;0.031;0.0;1.0
1;2;4714;814;192;410.938;5.875;70.591;22.581;16.705;48.01;31.305;24.974;22.491;20.261;5.875;1;20328.642;64.716;15.762;30.889;138.719;1.109;1.242;11.778;0.472;0.413;0.0;1.0
1;2;4714;814;211;395.607;6.956;62.06;22.206;15.25;39.853;24.603;24.583;22.403;20.418;24.644;2;20010.871;55.104;16.708;30.031;119.155;1.062;0.921;10.916;0.444;0.383;0.0;1.0
0;0;4713;814;143;416.685;2.964;20.295;4.994;2.03;15.301;13.272;5.796;5.273;4.887;4.84;2;4717.806;17.331;3.712;6.337;8.154;1.706;2.745;2.856;0.493;0.1;0.0;1.0
0;2;4712;814;157;404.172;3.29;55.236;4.758;1.469;50.478;49.01;5.636;5.067;4.805;3.29;1;4588.075;51.947;3.986;5.409;18.174;6.031;45.547;4.263;0.756;0.149;0.0;1.0
0;4;4709;814;163;417.037;3.609;6.519;4.947;1.338;1.572;0.234;4.937;4.88;4.824;4.269;2;4018.332;2.91;4.285;5.553;0.553;0.082;-1.186;0.743;0.151;0.026;0.0;1.0
0;2;4706;814;158;417.228;3.277;6.002;4.642;1.365;1.36;-0.005;4.599;4.545;4.49;3.981;2;3743.187;2.725;3.988;5.163;0.487;-0.009;-1.121;0.698;0.152;0.024;0.0;1.0
0;2;4705;814;171;400.55;3.232;5.858;4.519;1.287;1.339;0.051;4.538;4.489;4.44;3.446;2;3693.533;2.626;3.999;5.117;0.434;-0.012;-1.098;0.659;0.145;0.023;0.0;1.0
0;0;4702;814;151;410.225;3.165;51.918;5.053;1.888;46.865;44.977;7.676;6.077;5.345;4.826;2;6248.294;48.753;4.539;6.392;53.136;2.935;8.999;7.289;0.95;0.255;0.0;1.0
0;2;4694;814;149;407.121;3.292;6.489;4.858;1.566;1.63;0.064;4.886;4.821;4.756;4.202;2;3976.982;3.196;4.219;5.587;0.626;0.039;-1.189;0.791;0.162;0.028;0.0;1.0
0;4;4692;814;149;419.664;3.411;72.447;4.848;1.438;67.599;66.162;6.472;5.333;4.911;4.282;2;5267.895;69.037;3.975;5.432;50.667;5.479;34.413;7.118;1.1;0.249;0.0;1.0
0;0;4691;814;160;412.338;3.382;12.777;4.992;1.61;7.785;6.175;5.105;4.982;4.878;5.493;2;4155.549;9.395;4.501;5.504;1.582;2.422;9.149;1.258;0.246;0.044;0.0;1.0
0;2;4691;814;151;419.159;3.683;7.088;5.274;1.591;1.814;0.222;5.329;5.257;5.186;5.543;2;4337.653;3.405;4.588;6.104;0.753;0.058;-1.206;0.868;0.163;0.03;0.0;1.0
0;0;4689;814;154;401.669;2.742;16.244;4.567;1.825;11.677;9.852;4.851;4.595;4.395;4.457;2;3948.336;13.502;3.563;4.946;3.342;2.191;6.328;1.828;0.377;0.064;0.0;1.0
0;0;4685;814;163;413.534;3.751;6.669;5.39;1.64;1.279;-0.36;5.307;5.258;5.207;3.751;1;4320.124;2.919;4.755;5.855;0.501;-0.298;-0.87;0.707;0.133;0.025;0.0;1.0
0;4;4682;814;161;396.832;3.363;6.394;4.884;1.521;1.51;-0.011;4.904;4.846;4.788;4.165;2;3991.589;3.03;4.29;5.553;0.556;0.024;-1.106;0.745;0.152;0.026;0.0;1.0
0;2;4682;814;172;397.436;3.449;6.336;4.933;1.484;1.402;-0.081;4.89;4.835;4.779;4.801;2;3980.416;2.886;4.259;5.511;0.526;-0.076;-1.157;0.725;0.148;0.025;0.0;1.0
0;0;4681;814;175;388.971;2.922;21.422;4.797;1.876;16.625;14.749;5.476;4.969;4.672;4.982;2;4457.73;18.5;3.878;5.268;10.181;3.013;8.992;3.191;0.583;0.112;0.0;1.0
1;0;4680;814;175;398.463;2.931;15.826;4.61;1.679;11.216;9.536;5.01;4.734;4.525;4.507;2;4077.93;12.895;4.114;5.077;3.813;2.212;5.75;1.953;0.39;0.068;0.0;1.0
1;0;4678;814;145;403.966;3.266;29.301;5.123;1.857;24.178;22.321;6.246;5.55;5.173;3.266;1;5084.491;26.035;4.612;5.564;16.664;2.968;8.852;4.082;0.654;0.143;0.0;1.0
0;4;4677;814;163;409.706;3.611;6.589;5.046;1.434;1.543;0.109;5.033;4.98;4.926;4.415;2;4097.249;2.978;4.398;5.633;0.532;0.051;-1.039;0.73;0.145;0.026;0.0;1.0
0;0;4675;814;137;406.336;2.913;60.729;4.553;1.64;56.177;54.537;9.026;5.829;4.766;3.368;2;7347.008;57.817;3.507;5.817;139.878;2.54;5.5;11.827;1.31;0.415;0.0;1.0
0;2;4675;814;178;411.062;3.044;15.976;4.779;1.735;11.198;9.463;4.902;4.675;4.505;3.648;2;3990.275;12.932;3.719;5.173;3.165;2.697;9.778;1.779;0.363;0.062;0.0;1.0
1;4;4673;814;192;409.125;3.462;63.299;20.98;17.518;42.319;24.8;22.876;20.192;17.586;11.803;2;18621.116;59.837;13.838;29.625;125.539;0.791;0.273;11.204;0.49;0.393;0.0;1.0
0;2;4667;814;153;424.693;2.972;13.333;4.763;1.791;8.57;6.779;4.905;4.729;4.584;2.972;1;3992.996;10.36;3.986;5.17;2.194;2.037;5.416;1.481;0.302;0.052;0.0;1.0
0;0;4666;814;162;400.815;3.817;7.714;5.666;1.849;2.048;0.198;5.547;5.482;5.414;6.228;2;4515.444;3.897;4.986;6.214;0.685;-0.342;-0.795;0.828;0.149;0.029;0.0;1.0
0;2;4666;814;166;395.404;3.65;6.478;5.035;1.386;1.443;0.057;5.027;4.975;4.922;5.818;2;4092.344;2.828;4.42;5.64;0.514;-0.08;-1.089;0.717;0.143;0.025;0.0;1.0
0;4;4663;814;137;405.891;2.972;61.312;4.591;1.619;56.72;55.101;8.942;5.754;4.747;4.571;2;7278.944;58.34;3.577;5.224;146.521;2.662;6.117;12.105;1.354;0.424;0.0;1.0
0;2;4662;814;160;388.006;3.9;7.222;5.494;1.594;1.728;0.134;5.528;5.464;5.399;5.156;2;4500.055;3.322;4.81;6.256;0.706;0.07;-1.145;0.84;0.152;0.029;0.0;1.0
0;4;4660;814;165;405.212;3.615;6.742;5.155;1.54;1.587;0.047;5.134;5.073;5.012;5.358;2;4179.47;3.127;4.429;5.823;0.62;0.014;-1.185;0.788;0.153;0.028;0.0;1.0
1;4;4659;814;176;401.517;3.772;64.6;18.275;14.503;46.324;31.821;21.111;18.511;16.186;13.983;2;17184.312;60.827;12.667;27.546;119.303;0.943;0.459;10.923;0.517;0.383;0.0;1.0
1;2;4657;814;149;415.336;2.476;85.424;4.529;2.053;80.895;78.843;15.716;8.599;5.78;4.304;2;12792.448;82.948;4.049;21.889;368.246;1.754;2.184;19.19;1.221;0.673;0.0;1.0
0;2;4654;814;172;403.413;3.714;6.544;5.026;1.312;1.518;0.206;5.046;4.995;4.944;4.372;2;4107.541;2.83;4.41;5.699;0.513;0.06;-1.193;0.716;0.142;0.025;0.0;1.0
0;0;4654;814;154;388.519;2.511;23.189;4.026;1.515;19.163;17.648;5.001;4.38;4.067;4.185;2;4071.142;20.678;3.619;4.316;12.895;3.185;10.092;3.591;0.718;0.126;0.0;1.0
1;0;4652;814;154;403.708;3.519;6.668;4.878;1.359;1.789;0.43;4.902;4.848;4.794;5.256;2;3990.478;3.149;4.393;5.498;0.517;-0.038;-0.942;0.719;0.147;0.025;0.0;1.0
0;0;4651;814;157;397.032;3.133;7.307;4.723;1.59;2.585;0.995;4.604;4.54;4.473;5.287;2;3747.65;4.174;3.956;5.183;0.57;-0.107;-0.391;0.755;0.164;0.026;0.0;1.0
0;0;4648;814;139;395.489;3.525;18.097;5.032;1.506;13.065;11.559;6.267;5.763;5.419;4.031;2;5101.071;14.571;4.425;6.434;9.028;1.838;2.537;3.005;0.479;0.105;0.0;1.0
0;2;4648;814;117;399.026;2.253;117.954;3.606;1.353;114.348;112.995;18.674;8.013;4.728;2.253;1;15200.933;115.701;2.973;25.528;665.031;1.755;2.172;25.788;1.381;0.904;0.0;1.0
0;0;4647;814;150;399.607;2.871;22.837;4.735;1.864;18.103;16.239;6.05;5.357;4.886;5.633;2;4924.367;19.967;3.742;6.873;11.894;1.756;2.695;3.449;0.57;0.121;0.0;1.0
0;0;4647;814;158;410.88;3.036;8.593;4.814;1.778;3.779;2.001;4.645;4.54;4.439;4.936;2;3781.14;5.557;3.745;5.273;1.026;0.707;0.651;1.013;0.218;0.035;0.0;1.0
0;2;4646;814;163;391.773;3.126;5.823;4.473;1.347;1.35;0.003;4.419;4.368;4.316;3.593;2;3596.673;2.697;3.828;4.984;0.437;-0.087;-1.19;0.661;0.15;0.023;0.0;1.0
0;0;4646;814;145;413.359;2.9;17.843;4.661;1.762;13.181;11.42;5.522;5.067;4.744;4.531;2;4495.043;14.943;4.039;5.681;7.055;1.89;3.303;2.656;0.481;0.093;0.0;1.0
0;4;4638;814;128;396.93;2.954;136.208;4.594;1.641;131.614;129.973;15.331;7.249;5.293;2.954;1;12479.712;133.254;3.734;9.84;695.525;2.683;6.227;26.373;1.72;0.924;0.0;1.0
0;0;4637;814;160;416.519;3.075;18.961;5.003;1.928;13.958;12.03;5.351;5.085;4.891;5.268;2;4355.529;15.886;4.515;5.471;4.285;3.081;12.371;2.07;0.387;0.073;0.0;1.0
0;2;4637;814;159;400.906;2.484;86.655;7.25;4.765;79.405;74.64;14.941;8.957;6.175;3.079;2;12161.967;84.171;3.518;17.635;279.084;1.699;1.987;16.706;1.118;0.586;0.0;1.0
0;0;4637;814;135;412.193;2.898;16.18;4.809;1.91;11.372;9.461;5.284;4.932;4.661;2.898;1;4301.257;13.282;3.731;5.347;4.92;1.786;3.222;2.218;0.42;0.078;0.0;1.0
0;2;4636;814;154;408.922;2.97;5.675;4.374;1.403;1.302;-0.102;4.306;4.249;4.192;2.97;1;3504.858;2.705;3.704;4.875;0.474;-0.075;-1.148;0.689;0.16;0.024;0.0;1.0
0;0;4635;814;179;389.363;3.313;6.128;4.89;1.577;1.239;-0.338;4.688;4.63;4.571;3.683;2;3816.088;2.815;3.979;5.251;0.517;-0.279;-1.16;0.719;0.153;0.025;0.0;1.0
1;0;4633;814;164;410.329;3.351;6.353;4.59;1.239;1.764;0.524;4.685;4.616;4.549;5.898;2;3813.343;3.003;3.981;5.475;0.638;0.126;-1.303;0.799;0.17;0.028;0.0;1.0
0;0;4631;814;180;418.739;3.151;5.875;4.654;1.503;1.222;-0.281;4.533;4.475;4.415;4.574;2;3690.083;2.724;3.907;5.129;0.512;-0.175;-1.231;0.715;0.158;0.025;0.0;1.0
0;4;4628;814;160;410.231;3.45;15.477;5.211;1.76;10.267;8.506;5.317;5.194;5.091;4.031;2;4328.039;12.027;4.743;5.74;1.716;3.031;15.429;1.31;0.246;0.046;0.0;1.0
1;0;4628;814;175;401.554;3.061;23.609;4.889;1.828;18.72;16.892;5.624;5.148;4.837;4.721;2;4577.768;20.548;3.877;5.516;8.544;2.632;7.94;2.923;0.52;0.102;0.0;1.0
0;4;4626;814;179;406.972;3.701;7.385;5.278;1.577;2.107;0.53;5.341;5.282;5.223;4.879;2;4347.912;3.684;4.641;6.003;0.635;0.164;-0.996;0.797;0.149;0.028;0.0;1.0
0;0;4621;814;155;409.019;2.66;31.396;4.222;1.562;27.174;25.612;5.585;4.88;4.476;4.161;2;4546.523;28.736;3.857;5.191;14.135;2.834;9.801;3.76;0.673;0.132;0.0;1.0
0;4;4621;814;156;414.699;3.15;5.865;4.429;1.279;1.436;0.157;4.457;4.409;4.36;4.141;2;3627.848;2.715;3.931;4.995;0.423;0.029;-1.01;0.651;0.146;0.023;0.0;1.0
0;0;4616;814;160;410.969;3.162;8.779;4.874;1.712;3.905;2.193;4.803;4.728;4.654;3.162;1;3909.327;5.617;4.083;5.372;0.723;0.479;1.232;0.85;0.177;0.03;0.0;1.0
0;4;4614;814;169;407.112;2.821;22.114;4.358;1.537;17.755;16.218;4.694;4.401;4.211;3.699;2;3821.18;19.292;3.534;4.794;4.688;3.494;15.665;2.165;0.461;0.076;0.0;1.0
0;2;4613;814;192;399.578;3.303;22.908;5.8;2.497;17.108;14.611;7.686;6.978;6.458;5.354;2;6256.542;19.605;5.251;9.031;14.307;1.492;1.503;3.782;0.492;0.133;0.0;1.0
0;0;4612;814;167;403.174;2.988;17.261;4.695;1.707;12.566;10.86;5.22;4.926;4.7;3.101;2;4249.464;14.273;4.258;5.429;4.17;2.187;6.258;2.042;0.391;0.072;0.0;1.0
0;0;4610;814;165;404.988;3.24;13.559;5.17;1.93;8.389;6.459;5.342;5.158;4.995;3.414;2;4348.402;10.318;4.629;5.675;2.304;1.541;3.521;1.518;0.284;0.053;0.0;1.0
1;2;4609;814;201;394.99;5.235;69.554;21.41;16.175;48.144;31.968;23.264;20.628;18.195;5.235;1;18936.712;64.319;14.292;29.389;133.083;1.04;1.075;11.536;0.496;0.404;0.0;1.0
0;2;4608;814;159;399.019;3.441;9.648;5.109;1.668;4.54;2.872;5.076;5.01;4.945;4.802;2;4131.677;6.208;4.707;5.581;0.679;0.735;3.888;0.824;0.162;0.029;0.0;1.0
1;4;4608;814;189;410.249;4.456;68.982;18.757;14.301;50.225;35.925;21.053;18.521;16.309;19.759;2;17136.87;64.526;12.947;26.122;126.363;1.453;2.628;11.241;0.534;0.394;0.0;1.0
0;2;4600;814;125;409.952;3.033;156.023;4.675;1.642;151.348;149.706;17.924;7.799;5.525;3.033;1;14589.96;152.99;3.846;10.683;1021.357;2.624;5.812;31.959;1.783;1.12;0.0;1.0
0;0;4596;814;171;413.298;3.242;17.346;4.842;1.6;12.504;10.904;5.121;4.933;4.79;3.537;2;4168.206;14.104;4.426;5.297;2.692;2.869;11.762;1.641;0.32;0.058;0.0;1.0
0;2;4595;814;154;420.74;3.473;11.173;5.119;1.646;6.055;4.409;5.103;5.01;4.924;4.242;2;4154.106;7.701;4.27;5.623;1.05;1.411;4.654;1.025;0.201;0.036;0.0;1.0
0;2;4594;814;170;417.812;3.001;5.644;4.19;1.189;1.454;0.265;4.238;4.191;4.144;3.265;2;3449.38;2.643;3.738;4.777;0.393;0.084;-1.09;0.627;0.148;0.022;0.0;1.0
0;2;4593;814;152;413.368;2.925;35.804;4.544;1.619;31.26;29.641;7.68;5.908;4.993;4.484;2;6251.134;32.88;3.722;9.56;44.063;1.74;2.096;6.638;0.864;0.233;0.0;1.0
0;2;4592;814;167;398.97;3.611;6.526;5.038;1.426;1.489;0.062;5.011;4.955;4.898;3.978;2;4078.85;2.915;4.369;5.627;0.558;0.039;-1.125;0.747;0.149;0.026;0.0;1.0
0;0;4590;814;142;401.085;3.089;9.336;4.671;1.583;4.664;3.081;4.674;4.578;4.488;3.089;1;3804.691;6.247;3.891;5.156;0.979;1.221;3.408;0.989;0.212;0.035;0.0;1.0
0;0;4589;814;113;405.885;1.981;128.354;6.616;4.635;121.738;117.103;21.384;9.395;5.1;2.49;2;17406.491;126.373;2.698;32.838;776.131;1.745;2.42;27.859;1.303;0.976;0.0;1.0
0;4;4585;814;137;392.321;2.834;19.689;4.458;1.624;15.231;13.607;5.052;4.564;4.276;3.229;2;4112.726;16.855;3.421;4.945;8.798;2.885;8.524;2.966;0.587;0.104;0.0;1.0
0;2;4585;814;164;407.927;3.372;6.508;4.876;1.504;1.632;0.128;4.894;4.829;4.766;6.01;2;3983.32;3.136;4.222;5.552;0.623;0.1;-1.181;0.789;0.161;0.028;0.0;1.0
1;0;4584;814;180;408.428;2.761;62.832;4.316;1.556;58.516;56.961;9.432;6.217;4.976;3.563;2;7677.941;60.072;3.842;6.301;116.935;1.998;3.155;10.814;1.146;0.379;0.0;1.0
1;4;4580;814;162;413.611;3.332;6.158;4.68;1.347;1.478;0.131;4.662;4.603;4.543;3.656;2;3795.149;2.826;4.003;5.278;0.547;0.032;-1.175;0.739;0.159;0.026;0.0;1.0
0;2;4575;814;169;413.426;3.294;10.012;4.986;1.691;5.027;3.335;4.891;4.814;4.737;3.294;1;3981.241;6.718;4.309;5.457;0.751;0.511;2.548;0.867;0.177;0.03;0.0;1.0
0;2;4575;814;161;414.416;3.49;6.276;4.762;1.272;1.514;0.242;4.807;4.76;4.712;4.972;2;3913.114;2.786;4.288;5.382;0.449;0.001;-1.065;0.67;0.139;0.023;0.0;1.0
0;2;4574;814;153;395.516;3.338;6.115;4.69;1.351;1.426;0.074;4.693;4.642;4.589;3.976;2;3819.966;2.777;4.13;5.267;0.473;-0.035;-1.071;0.687;0.146;0.024;0.0;1.0
0;0;4573;814;156;423.468;3.628;6.625;5.143;1.515;1.483;-0.032;5.14;5.085;5.029;3.628;1;4183.577;2.998;4.559;5.759;0.554;-0.024;-1.018;0.744;0.145;0.026;0.0;1.0
0;2;4573;814;151;394.464;3.088;11.229;4.834;1.746;6.395;4.649;4.922;4.781;4.657;3.088;1;4006.5;8.141;4.188;5.304;1.631;1.629;3.968;1.277;0.259;0.045;0.0;1.0
1;4;4569;814;172;400.343;3.553;6.634;4.894;1.341;1.741;0.4;4.976;4.921;4.867;5.945;2;4050.396;3.081;4.379;5.576;0.542;0.131;-1.079;0.736;0.148;0.026;0.0;1.0
0;4;4559;814;164;417.165;3.707;6.821;5.105;1.398;1.716;0.318;5.102;5.049;4.996;4.393;2;4153.181;3.114;4.501;5.676;0.533;0.036;-1.047;0.73;0.143;0.026;0.0;1.0
0;2;4556;814;158;403.044;3.925;7.437;5.642;1.717;1.795;0.078;5.653;5.581;5.508;3.925;1;4601.925;3.512;4.876;6.451;0.807;0.027;-1.149;0.898;0.159;0.031;0.0;1.0
0;4;4556;814;118;401.11;2.721;180.305;4.1;1.379;176.205;174.826;16.318;7.146;4.826;2.721;1;13282.652;177.584;3.272;13.734;771.355;2.877;8.65;27.773;1.702;0.973;0.0;1.0
0;0;4552;814;145;400.331;2.691;21.707;4.47;1.778;17.237;15.459;5.727;4.995;4.514;2.854;2;4661.61;19.016;3.324;6.397;12.317;1.838;2.934;3.51;0.613;0.123;0.0;1.0
0;0;4550;814;139;407.065;2.698;25.834;4.591;1.892;21.244;19.351;5.949;5.148;4.628;2.896;2;4842.797;23.136;3.349;6.907;14.311;1.989;4.167;3.783;0.636;0.133;0.0;1.0
1;2;4548;814;164;413.89;3.251;13.502;5.093;1.841;8.409;6.568;5.222;4.984;4.798;3.713;2;4250.705;10.251;3.982;5.561;3.217;1.878;3.715;1.794;0.343;0.063;0.0;1.0
0;4;4545;814;162;421.272;2.918;33.139;4.474;1.556;28.665;27.109;5.642;4.893;4.511;3.254;2;4592.323;30.221;3.576;5.007;17.755;3.472;13.85;4.214;0.747;0.148;0.0;1.0
1;2;4543;814;178;409.107;3.794;81.41;20.857;17.063;60.553;43.491;24.621;20.336;16.601;25.501;2;20041.175;77.616;12.309;34.885;222.982;0.872;0.112;14.933;0.607;0.523;0.0;1.0
1;2;4542;814;193;402.104;3.62;81.125;18.908;15.288;62.217;46.929;22.256;18.871;15.838;11.298;2;18116.754;77.505;12.819;29.395;171.229;1.3;2.013;13.085;0.588;0.459;0.0;1.0
0;4;4540;814;158;401.918;3.369;6.468;4.829;1.461;1.639;0.178;4.828;4.767;4.706;4.466;2;3930.347;3.099;4.159;5.486;0.582;0.056;-1.085;0.763;0.158;0.027;0.0;1.0
0;2;4539;814;161;406.652;3.55;6.737;5.159;1.609;1.578;-0.031;5.157;5.085;5.012;3.55;1;4197.682;3.186;4.432;5.902;0.722;-0.059;-1.259;0.85;0.165;0.03;0.0;1.0
0;2;4538;814;169;402.438;4.144;7.256;5.652;1.508;1.604;0.096;5.652;5.59;5.528;4.481;2;4601.129;3.112;4.892;6.399;0.696;0.022;-1.256;0.834;0.148;0.029;0.0;1.0
