id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Мода;Частота;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка;Тест Граббса;p_value
0;4;5938;814;151;408.212;3.447;6.634;4.846;1.399;1.788;0.389;4.904;4.842;4.779;4.575;2;3991.592;3.187;4.23;5.584;0.606;0.105;-1.113;0.778;0.159;0.027;0.0;1.0
0;0;5938;814;169;385.45;3.422;6.128;4.739;1.317;1.389;0.072;4.715;4.666;4.617;4.871;2;3838.253;2.706;4.185;5.249;0.454;-0.01;-1.05;0.673;0.143;0.024;0.0;1.0
0;2;5937;814;156;401.628;3.439;6.314;4.856;1.417;1.457;0.04;4.87;4.815;4.759;3.439;1;3964.222;2.874;4.217;5.513;0.528;-0.047;-1.164;0.726;0.149;0.025;0.0;1.0
1;0;5935;814;174;395.621;3.501;7.095;4.795;1.293;2.3;1.007;4.809;4.751;4.694;5.632;2;3914.356;3.594;4.125;5.473;0.555;0.15;-1.165;0.745;0.155;0.026;0.0;1.0
0;2;5933;814;154;403.344;3.394;6.489;4.946;1.552;1.543;-0.009;4.871;4.806;4.74;3.394;1;3965.015;3.095;4.186;5.559;0.616;-0.096;-1.188;0.785;0.161;0.027;0.0;1.0
0;0;5933;814;164;406.951;2.817;5.036;3.812;0.995;1.224;0.229;3.847;3.808;3.769;3.287;2;3131.09;2.22;3.37;4.282;0.296;0.065;-1.119;0.544;0.141;0.019;0.0;1.0
0;4;5932;814;165;407.8;3.095;5.697;4.366;1.271;1.331;0.06;4.382;4.336;4.29;4.474;2;3566.56;2.602;3.852;4.903;0.396;0.049;-1.137;0.629;0.144;0.022;0.0;1.0
0;0;5923;814;154;411.383;3.74;6.983;5.192;1.452;1.791;0.339;5.22;5.158;5.096;6.177;2;4248.806;3.243;4.508;5.899;0.646;0.118;-1.121;0.804;0.154;0.028;0.0;1.0
0;2;5919;814;162;396.216;3.133;5.916;4.49;1.357;1.426;0.069;4.47;4.417;4.363;3.133;1;3638.916;2.783;3.839;5.054;0.474;0.023;-1.19;0.689;0.154;0.024;0.0;1.0
0;0;5918;814;167;399.874;3.634;6.822;5.123;1.489;1.699;0.209;5.12;5.055;4.99;5.195;2;4167.863;3.188;4.367;5.878;0.66;0.057;-1.233;0.813;0.159;0.028;0.0;1.0
0;2;5915;814;164;391.909;4.025;7.217;5.607;1.582;1.61;0.027;5.648;5.591;5.534;5.746;2;4597.284;3.192;4.977;6.31;0.636;0.073;-1.066;0.798;0.141;0.028;0.0;1.0
1;0;5915;814;157;400.465;2.196;146.556;3.798;1.602;142.758;141.156;17.758;7.66;4.914;2.196;1;14454.835;144.36;3.541;18.172;819.219;2.525;6.015;28.622;1.612;1.003;0.0;1.0
1;0;5915;814;180;389.656;2.852;78.402;14.685;11.833;63.717;51.884;20.653;13.271;8.598;34.134;2;16811.682;75.55;5.408;31.555;329.278;0.957;-0.082;18.146;0.879;0.636;0.0;1.0
0;2;5914;814;168;397.78;2.568;4.958;3.624;1.056;1.335;0.278;3.7;3.657;3.614;4.179;2;3011.654;2.391;3.28;4.195;0.308;-0.052;-1.039;0.555;0.15;0.019;0.0;1.0
0;2;5909;814;151;400.702;3.001;5.984;4.422;1.421;1.563;0.142;4.447;4.381;4.315;3.001;1;3619.535;2.984;3.789;5.116;0.57;-0.006;-1.202;0.755;0.17;0.026;0.0;1.0
0;0;5907;814;169;401.296;3.493;6.41;4.899;1.406;1.511;0.105;4.927;4.872;4.816;3.981;2;4010.632;2.917;4.295;5.578;0.543;0.079;-1.163;0.737;0.15;0.026;0.0;1.0
0;0;5907;814;160;415.138;3.297;12.129;5.174;1.876;6.955;5.079;5.197;5.075;4.962;3.612;2;4230.589;8.832;4.249;5.702;1.435;1.468;4.529;1.198;0.231;0.042;0.0;1.0
0;0;5903;814;152;413.145;2.263;94.005;22.048;19.785;71.957;52.171;23.425;16.74;10.315;24.474;2;19068.031;91.742;9.935;31.392;298.866;1.207;1.801;17.288;0.738;0.606;0.0;1.0
1;0;5902;814;198;406.0;2.68;101.471;11.113;8.433;90.358;81.925;16.679;11.559;8.247;2.68;1;13576.978;98.791;5.63;23.652;224.565;1.706;3.384;14.986;0.898;0.525;0.0;1.0
1;0;5900;814;185;405.573;2.933;62.542;13.488;10.555;49.054;38.498;16.295;12.707;9.784;12.013;2;13263.776;59.609;7.171;22.457;132.473;1.261;1.498;11.51;0.706;0.403;0.0;1.0
0;0;5899;814;159;402.509;2.278;74.758;3.833;1.556;70.925;69.369;11.217;6.155;4.541;2.62;2;9130.468;72.48;3.45;9.196;233.716;2.047;3.228;15.288;1.363;0.536;0.0;1.0
1;0;5892;814;165;404.691;2.739;80.567;13.863;11.124;66.705;55.58;21.028;13.292;8.604;3.373;2;17116.685;77.829;5.36;33.645;375.659;1.11;0.258;19.382;0.922;0.679;0.0;1.0
1;0;5888;814;185;408.843;3.489;6.374;5.041;1.552;1.332;-0.22;4.957;4.887;4.817;3.95;2;4035.242;2.885;4.226;5.702;0.673;-0.106;-1.369;0.821;0.166;0.029;0.0;1.0
1;2;5888;814;184;405.853;5.685;94.752;25.564;19.879;69.188;49.308;27.728;24.344;21.223;29.484;2;22570.628;89.067;16.907;33.605;209.712;1.246;1.968;14.481;0.522;0.508;0.0;1.0
1;4;5886;814;172;403.0;3.731;7.07;5.3;1.569;1.77;0.201;5.304;5.234;5.164;4.51;2;4317.21;3.339;4.553;6.026;0.731;0.067;-1.159;0.855;0.161;0.03;0.0;1.0
1;4;5885;814;172;414.052;5.197;85.98;22.788;17.591;63.192;45.602;27.661;22.822;18.668;5.197;1;22516.41;80.783;14.527;37.715;290.164;0.932;0.104;17.034;0.616;0.597;0.0;1.0
0;0;5881;814;173;414.566;3.419;6.065;4.676;1.258;1.389;0.131;4.678;4.628;4.578;3.831;2;3807.663;2.646;4.107;5.272;0.456;-0.058;-1.271;0.675;0.144;0.024;0.0;1.0
0;4;5880;814;171;410.877;3.297;6.114;4.682;1.385;1.432;0.047;4.675;4.621;4.566;5.321;2;3805.455;2.817;4.09;5.23;0.501;0.019;-1.091;0.708;0.151;0.025;0.0;1.0
0;4;5879;814;177;384.876;3.133;6.034;4.548;1.415;1.485;0.07;4.513;4.456;4.398;4.747;2;3673.787;2.9;3.868;5.122;0.508;-0.002;-1.191;0.713;0.158;0.025;0.0;1.0
0;2;5873;814;149;427.564;3.174;5.946;4.544;1.371;1.402;0.031;4.546;4.489;4.43;4.048;2;3700.495;2.773;4.014;5.137;0.508;-0.083;-1.033;0.713;0.157;0.025;0.0;1.0
0;0;5870;814;194;403.186;3.76;17.97;5.488;1.728;12.483;10.755;7.403;6.691;6.177;13.804;2;6026.244;14.211;4.863;9.386;13.551;1.258;0.344;3.681;0.497;0.129;0.0;1.0
0;0;5870;814;171;411.17;2.563;98.815;4.233;1.67;94.582;92.912;12.505;6.729;4.882;4.233;2;10179.321;96.252;3.34;12.031;325.701;2.464;5.647;18.047;1.443;0.633;0.0;1.0
0;0;5868;814;132;399.727;2.298;91.612;15.019;12.72;76.593;63.873;23.449;13.05;7.214;2.298;1;19087.814;89.314;4.239;38.537;504.766;0.912;-0.305;22.467;0.958;0.787;0.0;1.0
0;2;5859;814;171;414.526;3.468;6.441;4.858;1.39;1.583;0.192;4.872;4.819;4.766;5.906;2;3966.204;2.973;4.277;5.475;0.508;-0.011;-1.097;0.713;0.146;0.025;0.0;1.0
0;0;5856;814;169;401.645;3.003;7.696;4.486;1.483;3.21;1.727;4.455;4.378;4.304;4.239;2;3626.675;4.693;3.76;5.012;0.72;0.694;0.632;0.848;0.19;0.03;0.0;1.0
0;0;5853;814;165;395.024;3.22;20.019;5.046;1.825;14.974;13.148;5.601;5.187;4.915;4.215;2;4559.005;16.799;3.996;5.659;7.414;2.706;8.095;2.723;0.486;0.095;0.0;1.0
0;4;5851;814;191;407.225;4.149;7.596;5.735;1.585;1.862;0.277;5.77;5.718;5.665;4.149;1;4696.852;3.447;5.145;6.389;0.6;0.065;-1.01;0.775;0.134;0.027;0.0;1.0
0;2;5850;814;161;409.634;3.26;6.071;4.649;1.389;1.422;0.033;4.621;4.563;4.504;5.326;2;3761.742;2.81;3.97;5.251;0.53;-0.02;-1.199;0.728;0.157;0.026;0.0;1.0
1;0;5847;814;113;397.088;2.647;126.591;9.956;7.309;116.636;109.327;23.189;12.206;7.315;86.74;2;18876.22;123.944;4.152;30.614;729.765;1.527;1.293;27.014;1.165;0.947;0.0;1.0
0;2;5843;814;163;398.546;3.242;6.001;4.634;1.392;1.367;-0.025;4.628;4.571;4.513;4.867;2;3767.153;2.759;4.052;5.268;0.515;-0.063;-1.132;0.718;0.155;0.025;0.0;1.0
0;0;5841;814;144;409.208;3.233;65.336;4.503;1.27;60.833;59.564;9.643;6.638;5.449;3.233;1;7849.619;62.103;4.101;9.135;126.035;2.556;6.172;11.227;1.164;0.393;0.0;1.0
0;2;5840;814;170;412.0;3.009;93.614;4.376;1.367;89.238;87.871;12.734;7.458;5.605;3.768;2;10365.222;90.605;3.955;13.999;285.835;2.37;5.15;16.907;1.328;0.593;0.0;1.0
0;4;5840;814;154;400.286;3.357;6.3;4.811;1.454;1.489;0.034;4.83;4.765;4.699;3.357;1;3931.286;2.943;4.158;5.526;0.614;-0.016;-1.241;0.783;0.162;0.027;0.0;1.0
0;4;5834;814;155;409.574;3.552;6.677;5.072;1.52;1.605;0.085;5.069;5.01;4.951;4.307;2;4125.833;3.125;4.432;5.749;0.585;-0.002;-1.135;0.765;0.151;0.027;0.0;1.0
0;2;5834;814;158;415.994;3.439;6.362;4.819;1.38;1.543;0.163;4.792;4.74;4.686;3.989;2;3901.025;2.923;4.184;5.379;0.495;-0.057;-1.082;0.704;0.147;0.025;0.0;1.0
0;4;5832;814;154;399.097;3.138;6.064;4.514;1.377;1.55;0.173;4.526;4.462;4.398;3.454;2;3683.95;2.927;3.911;5.14;0.568;0.039;-1.086;0.754;0.167;0.026;0.0;1.0
0;0;5830;814;171;416.544;3.451;6.651;5.001;1.55;1.65;0.1;5.076;5.006;4.935;4.183;2;4131.774;3.2;4.367;5.824;0.696;-0.056;-1.352;0.834;0.164;0.029;0.0;1.0
0;0;5830;814;167;395.683;3.276;6.344;4.726;1.449;1.618;0.169;4.758;4.699;4.64;5.206;2;3872.741;3.068;4.168;5.366;0.55;0.029;-1.052;0.742;0.156;0.026;0.0;1.0
0;2;5830;814;167;410.743;3.46;6.819;5.087;1.627;1.732;0.104;5.055;4.987;4.918;4.217;2;4114.386;3.359;4.311;5.766;0.67;-0.047;-1.191;0.819;0.162;0.029;0.0;1.0
0;0;5825;814;164;399.213;2.921;106.863;6.588;3.667;100.275;96.608;16.383;9.139;6.484;3.608;2;13335.545;103.942;4.282;13.002;439.452;1.896;2.671;20.963;1.28;0.735;0.0;1.0
0;0;5825;814;160;409.912;3.031;33.081;4.792;1.761;28.289;26.528;7.219;5.595;4.871;5.156;2;5876.16;30.05;3.75;5.206;45.943;2.192;3.564;6.778;0.939;0.238;0.0;1.0
0;2;5823;814;171;410.62;3.303;6.076;4.655;1.352;1.421;0.07;4.671;4.62;4.569;4.52;2;3802.132;2.773;4.101;5.274;0.468;0.015;-1.147;0.684;0.147;0.024;0.0;1.0
0;4;5823;814;183;404.027;3.384;5.882;4.644;1.26;1.238;-0.023;4.648;4.601;4.553;3.716;2;3783.364;2.498;4.101;5.244;0.433;0.02;-1.178;0.658;0.141;0.023;0.0;1.0
1;0;5823;814;154;400.032;3.046;70.087;4.759;1.713;65.328;63.615;9.767;6.04;4.932;3.319;2;7950.559;67.041;3.66;5.797;203.096;2.866;7.203;14.251;1.459;0.5;0.0;1.0
0;0;5822;814;162;408.302;3.371;6.372;4.845;1.474;1.527;0.053;4.808;4.748;4.688;3.595;2;3913.879;3.001;4.168;5.467;0.565;-0.021;-1.107;0.752;0.156;0.026;0.0;1.0
0;0;5820;814;157;410.866;3.066;5.77;4.317;1.251;1.453;0.202;4.352;4.297;4.242;3.466;2;3542.553;2.704;3.809;4.941;0.469;0.036;-1.096;0.685;0.157;0.024;0.0;1.0
0;0;5820;814;114;417.316;2.574;108.385;7.457;4.883;100.928;96.044;15.721;9.323;6.403;5.761;2;12796.99;105.811;3.507;19.549;350.3;2.225;4.947;18.716;1.191;0.656;0.0;1.0
0;2;5819;814;169;417.592;3.225;5.827;4.633;1.409;1.194;-0.215;4.572;4.519;4.465;5.403;2;3721.91;2.603;3.963;5.151;0.474;-0.113;-1.188;0.689;0.151;0.024;0.0;1.0
0;0;5819;814;137;415.964;2.727;60.073;4.401;1.675;55.672;53.997;7.886;5.422;4.595;2.727;1;6419.195;57.347;3.471;5.072;106.764;3.101;9.161;10.333;1.31;0.362;0.0;1.0
1;0;5817;814;152;402.987;3.646;14.612;5.636;1.99;8.976;6.986;5.719;5.528;5.369;4.436;2;4655.287;10.966;4.445;6.272;2.735;2.094;6.494;1.654;0.289;0.058;0.0;1.0
1;0;5813;814;168;415.232;3.021;156.761;9.23;6.209;147.531;141.323;29.477;12.318;6.781;3.52;2;23994.314;153.74;3.591;41.065;1583.494;1.549;1.067;39.793;1.35;1.395;0.0;1.0
0;0;5807;814;155;398.871;3.889;33.506;5.301;1.412;28.205;26.793;8.591;6.76;5.867;5.452;2;6993.426;29.616;4.431;9.905;57.101;2.091;3.277;7.556;0.88;0.265;0.0;1.0
0;4;5807;814;164;423.482;3.799;6.814;5.215;1.416;1.598;0.182;5.204;5.146;5.088;5.897;2;4236.099;3.014;4.491;5.858;0.605;0.11;-1.19;0.778;0.149;0.027;0.0;1.0
0;2;5806;814;153;415.837;3.544;6.615;5.068;1.524;1.547;0.023;5.038;4.979;4.918;4.42;2;4101.066;3.072;4.395;5.722;0.588;-0.035;-1.132;0.767;0.152;0.027;0.0;1.0
0;0;5802;814;143;398.895;2.144;136.378;5.446;3.302;130.932;127.63;19.033;9.127;5.533;2.144;1;15492.781;134.234;3.339;25.19;621.765;1.884;3.141;24.935;1.31;0.874;0.0;1.0
1;0;5802;814;155;401.974;3.254;37.379;5.295;2.041;32.084;30.043;7.076;5.808;5.198;3.454;2;5760.16;34.125;4.055;5.851;36.38;2.658;6.531;6.032;0.852;0.211;0.0;1.0
1;0;5802;814;136;409.993;3.062;60.232;4.946;1.884;55.286;53.402;9.67;6.238;5.093;3.822;2;7871.003;57.17;3.765;5.703;159.827;2.523;5.357;12.642;1.307;0.443;0.0;1.0
1;0;5802;814;156;409.122;3.039;128.512;9.241;6.202;119.271;113.068;20.224;10.626;6.508;3.039;1;16462.199;125.473;3.385;25.767;582.001;1.702;2.244;24.125;1.193;0.846;0.0;1.0
1;0;5802;814;164;397.317;3.134;77.896;5.101;1.967;72.796;70.829;9.849;6.32;5.229;3.793;2;8017.302;74.762;3.861;6.151;193.125;2.945;7.941;13.897;1.411;0.487;0.0;1.0
1;0;5802;814;165;414.382;3.089;83.732;5.101;2.013;78.63;76.618;10.098;6.287;5.199;3.089;1;8219.47;80.643;3.852;5.984;230.076;3.091;8.921;15.168;1.502;0.532;0.0;1.0
1;0;5795;814;172;411.483;2.932;90.077;4.67;1.738;85.407;83.669;11.948;6.394;4.957;3.26;2;9725.575;87.145;3.653;5.868;373.536;2.728;6.392;19.327;1.618;0.677;0.0;1.0
0;2;5792;814;157;395.159;3.409;6.103;4.733;1.324;1.37;0.046;4.736;4.684;4.631;4.128;2;3854.738;2.695;4.167;5.314;0.481;-0.032;-1.067;0.694;0.147;0.024;0.0;1.0
1;0;5791;814;183;395.372;2.751;192.438;7.974;5.223;184.464;179.24;24.165;10.438;6.062;2.751;1;19670.561;189.687;3.205;25.95;1361.63;2.4;5.199;36.9;1.527;1.293;0.0;1.0
0;4;5789;814;175;401.326;3.882;7.356;5.652;1.77;1.704;-0.066;5.642;5.588;5.533;3.882;1;4592.874;3.473;4.985;6.267;0.603;-0.003;-0.946;0.777;0.138;0.027;0.0;1.0
1;0;5784;814;138;399.065;3.128;68.308;5.519;2.391;62.789;60.398;9.839;6.922;5.79;3.128;1;8008.829;65.18;4.55;7.841;133.25;2.708;6.888;11.543;1.173;0.405;0.0;1.0
0;2;5783;814;146;395.267;3.788;52.058;5.119;1.331;46.939;45.608;6.287;5.513;5.228;5.895;2;5117.928;48.27;4.486;5.876;31.749;5.351;30.361;5.635;0.896;0.197;0.0;1.0
0;0;5782;814;154;394.162;3.278;9.295;5.032;1.754;4.263;2.508;4.892;4.775;4.666;3.98;2;3981.894;6.017;3.941;5.513;1.219;0.869;1.101;1.104;0.226;0.039;0.0;1.0
0;0;5782;814;189;405.138;2.693;135.09;7.665;4.972;127.425;122.453;18.663;10.189;6.315;2.693;1;15192.068;132.397;3.457;31.973;407.611;1.355;1.545;20.189;1.082;0.708;0.0;1.0
1;4;5782;814;158;392.62;2.64;132.917;4.608;1.968;128.309;126.341;16.358;8.18;5.63;2.901;2;13315.364;130.277;4.105;16.057;619.55;2.627;6.721;24.891;1.522;0.872;0.0;1.0
1;4;5782;814;144;413.715;2.437;121.119;4.509;2.071;116.61;114.539;15.965;8.614;5.748;3.934;2;12995.648;118.682;3.976;20.044;418.919;2.138;4.517;20.468;1.282;0.717;0.0;1.0
1;0;5781;814;186;399.484;2.733;202.638;11.13;8.397;191.508;183.111;28.523;11.968;6.612;3.398;2;23217.923;199.905;3.366;27.065;1897.404;2.323;4.6;43.559;1.527;1.527;0.0;1.0
0;0;5780;814;171;410.064;3.659;7.353;5.54;1.881;1.813;-0.068;5.37;5.288;5.204;3.982;2;4371.295;3.694;4.53;6.027;0.873;0.044;-1.064;0.934;0.174;0.033;0.0;1.0
0;2;5779;814;166;399.789;3.056;5.856;4.267;1.211;1.589;0.378;4.346;4.285;4.225;3.154;2;3537.761;2.8;3.721;4.998;0.522;0.08;-1.197;0.723;0.166;0.025;0.0;1.0
1;0;5779;814;135;410.556;2.921;70.271;4.3;1.38;65.971;64.591;11.909;7.293;5.325;2.921;1;9694.049;67.351;3.499;16.052;180.942;1.8;2.692;13.451;1.13;0.471;0.0;1.0
1;2;5779;814;192;405.958;5.187;66.258;22.911;17.724;43.347;25.623;24.894;22.619;20.421;17.11;2;20263.649;61.071;16.44;31.653;116.534;0.721;0.098;10.795;0.434;0.378;0.0;1.0
0;2;5776;814;167;402.629;4.02;7.128;5.464;1.444;1.664;0.22;5.477;5.421;5.366;5.546;2;4458.229;3.108;4.829;6.13;0.604;0.061;-1.11;0.777;0.142;0.027;0.0;1.0
1;0;5776;814;171;400.614;2.673;78.297;4.785;2.112;73.512;71.399;12.934;7.929;5.775;2.825;2;10528.544;75.624;4.28;17.884;225.621;2.056;3.983;15.021;1.161;0.526;0.0;1.0
0;0;5775;814;181;415.785;3.603;17.063;5.529;1.926;11.534;9.608;6.741;6.145;5.725;5.917;2;5487.217;13.46;4.464;6.21;10.809;1.487;1.033;3.288;0.488;0.115;0.0;1.0
0;2;5775;814;160;399.888;3.069;54.122;10.306;7.237;43.816;36.58;13.888;10.184;7.535;11.073;2;11305.227;51.053;4.242;20.345;116.614;1.062;0.3;10.799;0.778;0.378;0.0;1.0
1;0;5774;814;137;397.277;2.418;155.216;4.199;1.781;151.017;149.236;18.427;8.369;5.356;2.418;1;14999.475;152.798;3.737;18.374;815.426;2.434;5.335;28.556;1.55;1.001;0.0;1.0
0;0;5773;814;161;397.758;3.523;6.369;4.889;1.367;1.48;0.113;4.918;4.863;4.808;3.523;1;4003.238;2.847;4.291;5.559;0.537;0.058;-1.18;0.733;0.149;0.026;0.0;1.0
0;0;5773;814;157;396.58;2.304;95.747;3.837;1.534;91.91;90.376;15.198;7.488;4.922;3.92;2;12371.439;93.443;3.501;19.844;396.347;1.633;1.464;19.908;1.31;0.698;0.0;1.0
1;2;5771;814;161;395.242;3.359;6.338;4.866;1.507;1.472;-0.035;4.842;4.783;4.723;5.3;2;3941.225;2.979;4.192;5.479;0.56;-0.043;-1.133;0.748;0.155;0.026;0.0;1.0
1;0;5770;814;140;403.593;1.871;114.588;3.731;1.859;110.857;108.998;19.564;8.088;4.676;2.969;2;15925.131;112.717;2.993;20.175;770.317;1.708;1.686;27.755;1.419;0.973;0.0;1.0
0;0;5769;814;146;411.685;2.975;70.768;4.485;1.51;66.283;64.773;10.663;6.677;5.25;3.817;2;8679.629;67.793;3.982;8.233;173.579;2.116;3.576;13.175;1.236;0.462;0.0;1.0
0;0;5769;814;162;417.469;3.515;6.347;5.068;1.553;1.279;-0.274;4.92;4.863;4.805;3.732;2;4004.643;2.832;4.235;5.506;0.54;-0.192;-1.17;0.735;0.149;0.026;0.0;1.0
0;0;5769;814;177;401.169;2.7;5.276;3.936;1.236;1.34;0.103;3.947;3.89;3.832;2.7;1;3212.984;2.576;3.352;4.548;0.449;0.06;-1.21;0.67;0.17;0.023;0.0;1.0
0;0;5768;814;181;414.232;3.683;27.25;5.695;2.012;21.555;19.543;8.086;6.878;6.192;3.683;1;6581.906;23.566;5.214;8.203;32.029;1.949;2.64;5.659;0.7;0.198;0.0;1.0
0;4;5764;814;159;418.113;2.15;112.195;3.846;1.696;108.349;106.652;13.771;6.922;4.729;2.15;1;11209.891;110.045;3.484;16.726;384.412;2.316;5.317;19.606;1.424;0.687;0.0;1.0
0;0;5762;814;138;411.42;2.265;73.383;15.95;13.685;57.432;43.747;20.405;14.457;9.28;2.265;1;16609.624;71.118;8.279;31.605;228.671;0.762;-0.348;15.122;0.741;0.53;0.0;1.0
0;0;5760;814;170;409.159;2.529;87.732;4.253;1.724;83.479;81.755;11.362;6.542;4.888;4.108;2;9248.783;85.203;3.405;11.159;260.802;2.804;7.874;16.149;1.421;0.566;0.0;1.0
0;0;5759;814;155;403.271;2.717;94.684;4.027;1.31;90.657;89.347;13.862;7.483;5.036;4.235;2;11284.039;91.967;3.237;19.974;282.715;1.73;2.501;16.814;1.213;0.589;0.0;1.0
1;0;5756;814;152;388.507;2.777;80.351;4.054;1.276;76.298;75.021;13.318;7.296;5.078;3.198;2;10841.099;77.574;3.352;19.708;271.039;1.703;1.879;16.463;1.236;0.577;0.0;1.0
1;0;5755;814;160;412.981;3.585;6.574;4.733;1.149;1.841;0.692;4.806;4.751;4.697;3.769;2;3912.056;2.99;4.181;5.437;0.528;0.164;-1.134;0.726;0.151;0.025;0.0;1.0
0;0;5751;814;172;396.017;2.846;108.818;7.868;5.022;100.95;95.929;16.081;9.249;6.064;3.284;2;13089.555;105.972;3.372;22.001;335.841;1.92;3.695;18.326;1.14;0.642;0.0;1.0
1;0;5751;814;128;384.656;2.842;109.323;4.173;1.33;105.15;103.82;11.746;6.621;4.944;3.329;2;9561.038;106.481;3.41;12.044;289.659;2.841;8.451;17.019;1.449;0.597;0.0;1.0
0;0;5750;814;175;416.531;3.613;6.965;5.111;1.497;1.854;0.357;5.082;5.016;4.949;3.814;2;4136.547;3.351;4.377;5.785;0.66;-0.006;-1.152;0.812;0.16;0.028;0.0;1.0
0;2;5747;814;166;412.12;3.206;5.95;4.497;1.291;1.453;0.163;4.497;4.441;4.385;3.206;1;3660.893;2.744;3.921;5.124;0.493;-0.054;-1.198;0.702;0.156;0.025;0.0;1.0
0;4;5747;814;162;400.432;3.697;6.739;5.209;1.512;1.53;0.018;5.197;5.139;5.08;4.75;2;4230.319;3.042;4.538;5.873;0.594;-0.048;-1.153;0.771;0.148;0.027;0.0;1.0
0;2;5747;814;160;401.106;3.159;6.118;4.599;1.441;1.518;0.078;4.609;4.554;4.497;4.346;2;3751.881;2.959;4.044;5.206;0.505;0.016;-1.066;0.711;0.154;0.025;0.0;1.0
0;2;5747;814;165;393.667;3.088;5.611;4.389;1.301;1.222;-0.079;4.323;4.273;4.221;3.606;2;3519.203;2.523;3.718;4.867;0.43;-0.038;-1.191;0.656;0.152;0.023;0.0;1.0
1;0;5742;814;167;403.102;3.007;123.839;6.365;3.358;117.474;114.115;19.354;9.724;6.11;4.765;2;15754.083;120.832;3.487;27.454;590.196;1.689;2.095;24.294;1.255;0.852;0.0;1.0
1;0;5742;814;174;416.356;2.395;111.733;6.075;3.681;105.658;101.977;17.525;9.104;5.903;3.455;2;14265.009;109.338;3.455;24.865;487.228;1.818;2.693;22.073;1.26;0.774;0.0;1.0
0;0;5741;814;115;417.774;2.611;153.278;3.784;1.173;149.494;148.321;20.985;8.382;4.899;2.611;1;17082.095;150.667;3.048;29.368;874.912;1.605;1.479;29.579;1.41;1.037;0.0;1.0
0;0;5739;814;155;400.929;2.75;49.873;4.387;1.637;45.486;43.85;7.897;5.672;4.778;4.475;2;6428.009;47.123;3.934;5.496;74.949;2.402;5.007;8.657;1.096;0.303;0.0;1.0
0;2;5739;814;164;406.085;2.86;6.957;4.191;1.332;2.765;1.433;4.234;4.163;4.095;4.008;2;3446.439;4.097;3.586;4.665;0.636;0.777;0.646;0.797;0.188;0.028;0.0;1.0
0;0;5739;814;157;415.217;3.59;7.017;5.134;1.544;1.883;0.338;5.192;5.123;5.054;5.621;2;4226.043;3.427;4.487;5.931;0.705;0.06;-1.172;0.84;0.162;0.029;0.0;1.0
0;4;5737;814;187;392.968;2.966;5.556;4.318;1.352;1.238;-0.114;4.158;4.105;4.05;5.147;2;3384.846;2.59;3.515;4.676;0.436;-0.097;-1.251;0.66;0.159;0.023;0.0;1.0
1;4;5734;814;177;397.955;2.981;5.047;4.005;1.024;1.042;0.018;3.981;3.942;3.904;2.981;1;3240.246;2.066;3.46;4.481;0.302;0.041;-1.247;0.55;0.138;0.019;0.0;1.0
1;4;5734;814;172;405.11;2.832;4.85;3.801;0.968;1.049;0.081;3.786;3.751;3.716;3.163;2;3082.194;2.017;3.296;4.185;0.269;0.201;-1.151;0.519;0.137;0.018;0.0;1.0
1;4;5734;814;177;398.107;2.781;4.892;3.709;0.927;1.183;0.256;3.725;3.691;3.657;4.424;2;3031.912;2.111;3.258;4.128;0.253;0.187;-1.128;0.503;0.135;0.018;0.0;1.0
1;4;5734;814;183;407.792;2.83;5.019;3.804;0.973;1.216;0.242;3.798;3.762;3.727;3.868;2;3091.258;2.189;3.312;4.217;0.271;0.183;-1.103;0.52;0.137;0.018;0.0;1.0
0;0;5733;814;132;419.689;2.864;137.034;4.478;1.614;132.556;130.943;16.248;7.074;5.107;4.464;2;13226.101;134.17;3.718;7.123;849.695;2.598;5.657;29.15;1.794;1.022;0.0;1.0
0;2;5732;814;146;423.568;3.228;42.775;5.171;1.943;37.604;35.661;7.371;6.022;5.396;3.802;2;6000.159;39.547;4.607;5.784;42.046;2.863;8.312;6.484;0.88;0.227;0.0;1.0
0;2;5732;814;164;405.183;2.165;130.575;3.826;1.662;126.749;125.087;16.686;7.43;4.835;3.553;2;13582.114;128.41;3.437;15.504;656.692;2.252;4.45;25.626;1.536;0.898;0.0;1.0
0;2;5730;814;169;427.45;2.816;5.238;4.071;1.255;1.167;-0.088;4.008;3.959;3.909;2.816;1;3262.194;2.422;3.479;4.543;0.381;-0.101;-1.208;0.617;0.154;0.022;0.0;1.0
0;4;5730;814;160;408.731;3.664;6.608;5.035;1.371;1.573;0.202;5.035;4.98;4.924;3.664;1;4098.381;2.943;4.409;5.67;0.547;0.003;-1.154;0.739;0.147;0.026;0.0;1.0
0;4;5728;814;149;404.228;3.27;5.959;4.519;1.249;1.441;0.192;4.479;4.428;4.377;4.694;2;3645.97;2.69;3.91;5.037;0.447;-0.029;-1.101;0.668;0.149;0.023;0.0;1.0
0;2;5721;814;176;395.932;3.431;6.342;4.896;1.465;1.446;-0.019;4.84;4.787;4.733;4.002;2;3939.828;2.911;4.235;5.401;0.505;-0.023;-1.059;0.71;0.147;0.025;0.0;1.0
